2025-07-22 15:42:59,835 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,836 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,836 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,837 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,837 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,838 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,838 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,839 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,839 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,839 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,840 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,840 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,841 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,841 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,841 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,841 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,842 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,842 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,843 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,843 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,843 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,844 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,844 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,844 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,845 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,845 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,845 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,846 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,846 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,846 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,847 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,847 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,848 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,848 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,848 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,849 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,849 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,849 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,850 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,850 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,851 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,851 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,851 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,852 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,852 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,853 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,853 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,853 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,854 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,854 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,854 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,855 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,855 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,855 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,856 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,856 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,856 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,857 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,857 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,858 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,858 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,858 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,859 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,859 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,860 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,860 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,860 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,861 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,861 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,861 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,862 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,862 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,863 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,863 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,863 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,864 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,864 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,865 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,865 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,866 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,866 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,866 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,867 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,867 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,867 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,868 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,868 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,869 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,869 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,869 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,870 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,870 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,870 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,871 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,871 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,872 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,872 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,873 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,873 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,874 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,874 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,874 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,875 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,875 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,876 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,876 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
2025-07-22 15:42:59,876 - DEBUG - in-event <InotifyEvent: src_path=b'/home/youmi/user/unfinished_projects/email_assistant_crm/app/logs/ai_services_log.txt', wd=3, mask=IN_MODIFY, cookie=0, name='ai_services_log.txt'>
